MaxFitness,MeanFitness,StdDevFitness,MaxComplexity,MeanComplexity,StdDevComplexity,MeanSpeciesChampFitness,StdDevSpeciesChampFitness,MinSpeciesSize,MaxSpeciesSize,SpeciesCount,Generation
1.125,0.94012,0.106038698596314,37,34.64,1.64632925018053,1.04265,0.0393567338583882,1,12,10,97
1.125,0.93994,0.0998049417614178,37,34.68,1.63021470978519,1.04655,0.0422282192378509,1,10,10,98
1.125,0.96004,0.0806458827219344,48,35.06,2.36144023849853,1.03655,0.0530435905647421,1,11,10,99
1.125,0.95353,0.0902183689721778,48,35.88,4.31110194729839,1.04425,0.04845784250253,1,15,10,100
1.125,0.96135,0.0775879017630971,37,34.86,1.32680066324976,1.0562,0.0348333173843664,1,19,10,101
1.125,0.94572,0.0833866991791857,37,34.9,1.57797338380595,1.0433,0.0451747717205079,1,14,10,102
1.125,0.95154,0.0710319533731123,37,34.94,1.54155765380345,1.0453,0.0429366975907557,4,6,10,103
1.125,0.9602,0.074565407529229,37,34.86,1.52328592194637,1.0453,0.0429366975907557,4,6,10,104
1.125,0.93864,0.113508019099974,37,34.76,1.46369395708256,1.0477,0.0417547602076698,5,5,10,105
1.125,0.96638,0.0747030494692151,37,34.92,1.53414471286121,1.0479,0.0415540611733679,4,6,10,106
1.125,0.94938,0.0847157340757902,37,34.76,1.58189759466282,1.0516,0.0384316276001941,4,6,10,107
1.125,0.96548,0.0713560761253027,37,35.02,1.65517370689605,1.05075,0.0431411926121659,1,10,10,108
1.125,0.93579,0.118627150770808,37,35.16,1.59197989937059,1.04995,0.0435812172845138,2,10,10,109
1.125,0.9721,0.0587873285666222,37,34.9,1.47309198626562,1.043,0.0585734581529894,1,10,10,110
1.125,0.96156,0.0654283302553259,37,35.1,1.59059737205869,1.04325,0.0579625956975704,1,10,10,111
1.125,0.95873,0.0938002244133776,37,34.94,1.67821333566386,1.05985,0.0308707385723115,2,9,10,112
1.125,0.92898,0.116219790053157,37,34.98,1.65517370689605,1.05985,0.0308707385723115,4,6,10,113
1.125,0.953979999999999,0.0822217100284347,37,35.18,1.62098735343617,1.05085,0.0465521481781453,1,9,10,114
1.125,0.96031,0.0785201814822151,37,35.04,1.69658480483588,1.04365,0.063020254680539,1,11,10,115
1.125,0.96222,0.0891894141700684,37,34.86,1.80011110768197,1.0545,0.0377571185341255,4,6,10,116
1.125,0.92483,0.109940420683205,38,34.7,1.94164878389476,1.05435,0.038030941350432,4,6,10,117
1.125,0.95042,0.0810024295931918,37,34.72,1.81151869987588,1.05435,0.038030941350432,4,6,10,118
1.125,0.9653,0.072339615702601,37,34.72,1.8004443895883,1.05515,0.0382459474977415,4,6,10,119
1.125,0.96132,0.0777610287997786,37,34.7,1.802775637732,1.0477,0.0549086514130515,1,9,10,120
1.125,0.9757,0.0643977484078442,38,35.2,1.83303027798234,1.05715,0.0352526949324445,4,6,10,121
1.125,0.95114,0.0911896397624204,38,35.2,1.74355957741627,1.05795,0.0348636271779057,5,5,10,122
1.125,0.94418,0.108006331295901,38,35.34,1.89325117192622,1.0582,0.0344609924407293,5,5,10,123
1.125,0.95221,0.0966471980969961,39,35.42,2.08892316756744,1.0627,0.0296227952766109,4,6,10,124
1.125,0.94965,0.103868775385098,39,35.56,1.98151457224013,1.0627,0.0296227952766109,5,5,10,125
1.125,0.96802,0.075796105440847,39,35.48,2.02227594556233,1.0627,0.0296227952766109,4,6,10,126
1.125,0.95334,0.0959541265397169,39,35.48,1.92083315256688,1.06335,0.0291410792524917,5,5,10,127
1.125,0.9693,0.0733451429884761,38,35.58,1.85569394028218,1.06475,0.0281364976498497,4,6,10,128
1.125,0.96149,0.0729078521148443,39,35.44,1.99158228552074,1.0589,0.0374291330383166,1,10,10,129
1.125,0.97841,0.0691808998206875,40,36,2.0976176963403,1.06285,0.0310097162192755,4,7,10,130
1.125,0.95792,0.0965157686598413,40,36.3,1.96214168703486,1.0616,0.0317716855076969,5,5,10,131
1.125,0.95163,0.103546260676086,41,36.5,2.26495033058122,1.0617,0.0316260968189247,4,6,10,132
1.125,0.96548,0.0764490653965109,41,36.5,2.3,1.0617,0.0316260968189247,5,5,10,133
1.125,0.96571,0.0694923801578274,42,36.46,2.46746833819605,1.06275,0.0312091733309295,5,5,10,134
1.125,0.95601,0.087123503717424,42,36.48,2.43507700083591,1.06275,0.0312091733309295,5,5,10,135
1.125,0.96056,0.0782227997453428,41,36.42,2.35872847101993,1.06275,0.0312091733309295,3,6,10,136
1.125,0.93734,0.112389164958193,42,36.58,2.50671099251589,1.0632,0.0305574868076548,4,6,10,137
1.125,0.96316,0.0806962477442415,43,36.56,2.57029181222678,1.05825,0.0377956677411578,1,10,10,138
1.125,0.96018,0.102104640443028,44,36.88,3.22886977129769,1.0639,0.0301933767571632,2,9,10,139
1.125,0.96053,0.0784941023262257,44,36.64,2.94455429564476,1.0639,0.0301933767571632,4,6,10,140
1.125,0.94209,0.0996237767804453,43,36.9,3.07408522978788,1.0639,0.0301933767571632,4,7,10,141
1.125,0.96793,0.0924604245069208,43,36.58,2.85019297592286,1.06545,0.0296061226775814,4,6,10,142
1.125,0.95275,0.0944629160041124,43,36.58,2.80777491975408,1.06545,0.0296061226775814,5,5,10,143
1.125,0.96625,0.0816085320294392,44,36.66,2.90248169675538,1.06545,0.0296061226775814,5,5,10,144
1.125,0.96223,0.0892062335265871,43,36.68,2.73086067019173,1.06545,0.0296061226775814,4,6,10,145
1.125,0.95108,0.0919122059358821,44,36.64,2.7695486996982,1.0602,0.0351327482557229,1,10,10,146
1.125,0.95592,0.0967701069545756,46,37.7,3.62904946232481,1.069,0.0334477204006491,2,10,10,147
1.125,0.96254,0.0900280978361756,45,36.52,3.09347700815765,1.0714,0.0304612869064982,2,10,10,148
1.125,0.95629,0.0981698573901378,45,37.64,3.67564960245125,1.0714,0.0304612869064982,5,5,10,149
1.125,0.94581,0.114251384674322,46,37.5,3.76961536499415,1.0714,0.0304612869064982,4,6,10,150
1.125,0.97347,0.0777118015490569,45,37.72,3.77910042205814,1.05955,0.0570510516993333,1,11,10,151
1.125,0.96131,0.0935275301716024,45,38.12,4.20780227672357,1.05925,0.0396322154313887,1,10,10,152
1.125,0.96941,0.0883488364382916,45,38.24,4.15961536683381,1.061,0.0363682553884566,4,6,10,153
1.125,0.96201,0.080136975860086,46,38.7,4.33704968844029,1.0643,0.0316995268103484,5,5,10,154
1.125,0.94832,0.0960517443881161,46,38.7,4.25793377120875,1.0643,0.0316995268103484,4,6,10,155
1.125,0.94555,0.0947820790023093,45,38.42,4.2806074335309,1.0643,0.0316995268103484,4,6,10,156
1.125,0.9538,0.0869006329090876,46,38.72,4.21445132846495,1.0643,0.0316995268103484,5,5,10,157
1.125,0.94905,0.0956326434853706,46,38.56,4.271580503748,1.0643,0.0316995268103484,4,6,10,158
1.125,0.96631,0.084516086634439,46,38.62,4.28434359032979,1.0655,0.0309596511608254,5,5,10,159
1.125,0.93406,0.116594710000068,46,38.78,4.3094779266171,1.0655,0.0309596511608254,5,5,10,160
1.125,0.95433,0.0863718478440748,46,38.82,4.4796874891001,1.0655,0.0309596511608254,4,6,10,161
1.125,0.94701,0.0984283744659029,46,38.56,4.3412440613262,1.0424,0.0558429941890655,1,10,10,162
1.125,0.92208,0.130625164497504,46,39.44,4.46837778170109,1.05605,0.0380404061492513,2,7,10,163
1.125,0.94427,0.0935190467231141,46,39.46,4.49982221871042,1.05285,0.0385208060663325,4,6,10,164
1.125,0.95347,0.0819763630566763,46,39.66,4.65020429658741,1.05555,0.0362680644644844,4,6,10,165
1.125,0.95443,0.0987445193415817,46,39.68,4.50972282962046,1.0394,0.0636709509902279,1,10,10,166
1.125,0.94552,0.084035049830413,46,38.76,4.25938962763446,1.0543,0.0371006738483279,1,9,10,167
1.125,0.97189,0.074361904897602,46,39.56,4.57016411083891,1.0593,0.0347629112704906,4,6,10,168
1.125,0.94878,0.102389313895543,45,39.62,4.37213906457697,1.0593,0.0347629112704906,4,6,10,169
1.125,0.97117,0.0765459737674033,46,39.76,4.4342304856649,1.0606,0.0328373263223423,5,5,10,170
1.125,0.97273,0.079233276468918,46,39.7,4.47325384926901,1.0606,0.0328373263223423,5,5,10,171
1.125,0.94076,0.107747772134741,46,39.82,4.59865197639482,1.06135,0.0328778420824725,4,6,10,172
1.125,0.95295,0.0824443600254135,46,39.62,4.49839971545437,1.06135,0.0328778420824725,4,6,10,173
1.125,0.94805,0.110725121359157,46,39.48,4.45977577911715,1.0624,0.0323100603527755,4,6,10,174
1.125,0.96609,0.0921064975992465,46,39.58,4.54792260268356,1.0543,0.0465758521124412,1,10,10,175
1.125,0.975,0.0815643304392306,46,39.34,4.28770334794748,1.0685,0.0292164337317202,1,10,10,176
1.125,0.95124,0.0870459212140351,46,39.68,4.37008009079925,1.0678,0.0296126662089046,2,11,10,177
1.125,0.96436,0.0709582299666501,46,38.8,4.6946778377222,1.06525,0.0321933611168514,2,10,10,178
1.125,0.97468,0.0694492447763113,46,40.02,4.54968130752034,1.06655,0.0305691429385909,2,10,10,179
1.125,0.9515,0.0857222258227118,47,38.74,4.73206086182332,1.06655,0.0305691429385909,4,6,10,180
1.125,0.97213,0.0686197354993445,47,39,4.76235235991626,1.05475,0.0439444251299297,1,10,10,181
1.125,0.94671,0.0990191441086015,47,38.02,4.4248841792752,1.04415,0.0427884622299049,1,10,10,182
1.125,0.96563,0.0776955474914747,48,39.2,5.11859355682789,1.0494,0.0348337480039114,1,10,10,183
1.125,0.95932,0.0957385376951204,47,38.18,4.50195513082927,1.05475,0.0290708187019217,2,10,10,184
1.125,0.97225,0.0800967695977809,48,39.18,5.05446337408829,1.0569,0.0279721289858316,5,5,10,185
1.125,0.97667,0.0709144280101024,48,39.04,4.99583826799868,1.0593,0.0251149357952594,4,6,10,186
1.125,0.94879,0.0816309432752066,48,39.4,5.06359556046886,1.04785,0.0474621164719822,1,10,10,187
1.125,0.951199999999999,0.0955102612288334,48,38.84,5.06896439127363,1.05365,0.0337068613193219,5,5,10,188
1.125,0.96337,0.0790941091358895,47,38.82,5.02270843270839,1.0538,0.0333962572753295,5,5,10,189
1.125,0.95937,0.0705092766946308,48,39.08,5.10231320089232,1.0538,0.0333962572753295,4,6,10,190
1.125,0.96812,0.0693596828135769,48,38.9,5.060632371552,1.0538,0.0333962572753295,5,5,10,191
1.125,0.93825,0.10393619436943,48,38.9,5.08035431835221,1.05575,0.0296852235969346,5,5,10,192
1.125,0.95756,0.0916155358004307,48,38.56,4.94837347014148,1.0596,0.0284945608844916,4,6,10,193
1.125,0.9715,0.0718567324611967,48,39.04,5.13014619674722,1.0596,0.0284945608844916,5,5,10,194
1.125,0.97074,0.0686306229026081,49,39.08,5.27196358105782,1.0603,0.028050133689521,5,5,10,195
1.125,0.96461,0.0694950566587293,49,39.12,5.27878773962356,1.0603,0.028050133689521,4,6,10,196
1.125,0.95964,0.090398896010958,49,39.16,5.24351027461566,1.05505,0.0357878820273008,4,6,10,197
1.125,0.96177,0.0774587767783613,48,38.94,5.36436389518832,1.0561,0.0355399774901448,4,6,10,198
1.125,0.9767,0.0653069674690228,49,39.22,5.37136854069798,1.0587,0.0353639647098569,5,5,10,199
